"team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"West Ham United","Premier League","England","2024","Arrivals","Crysencio Summerville","https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701","Left Winger","22","Netherlands","Leeds","Championship","England",29300000,FALSE,NA,"Summer",23,22,1,989
"West Ham United","Premier League","England","2024","Arrivals","Niclas Füllkrug","https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489","Centre-Forward","31","Germany","Dortmund","Bundesliga","Germany",2.7e+07,FALSE,NA,"Summer",21,20,3,877
"West Ham United","Premier League","England","2024","Arrivals","Luis Guilherme","https://www.transfermarkt.com/luis-guilherme/profil/spieler/991800","Right Winger","18","Brazil","Palmeiras","Série A","Brazil",2.3e+07,FALSE,NA,"Summer",36,13,0,144
"West Ham United","Premier League","England","2024","Arrivals","Aaron Wan-Bissaka","https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758","Right-Back","26","DR Congo","Man Utd","Premier League","England",17600000,FALSE,NA,"Summer",40,38,2,3335
"West Ham United","Premier League","England","2024","Arrivals","Guido Rodríguez","https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385","Defensive Midfield","30","Argentina","Real Betis","LaLiga","Spain",0,FALSE,NA,"Summer",39,24,0,1185
"West Ham United","Premier League","England","2024","Arrivals","Wes Foderingham","https://www.transfermarkt.com/wes-foderingham/profil/spieler/61697","Goalkeeper","33","England","Sheff Utd","Championship","England",0,FALSE,NA,"Summer",12,0,0,0
"West Ham United","Premier League","England","2024","Arrivals","Mohamadou Kanté","https://www.transfermarkt.com/mohamadou-kante/profil/spieler/1081995","Defensive Midfield","18","France","Paris FC","Ligue 2","France",NA,FALSE,"?","Summer",NA,NA,NA,NA
"West Ham United","Premier League","England","2024","Arrivals","Jean-Clair Todibo","https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184","Centre-Back","24","France","Nice","Ligue 1","France",NA,TRUE,"loan transfer","Summer",34,29,0,1968
"West Ham United","Premier League","England","2024","Arrivals","Carlos Soler","https://www.transfermarkt.com/carlos-soler/profil/spieler/372246","Central Midfield","27","Spain","PSG","Ligue 1","France",NA,TRUE,"loan transfer","Summer",35,33,1,1487
"West Ham United","Premier League","England","2024","Arrivals","Saïd Benrahma","https://www.transfermarkt.com/said-benrahma/profil/spieler/290532","Left Winger","28","Algeria","Lyon","Ligue 1","France",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"West Ham United","Premier League","England","2024","Arrivals","Thilo Kehrer","https://www.transfermarkt.com/thilo-kehrer/profil/spieler/228948","Centre-Back","27","Germany","Monaco","Ligue 1","Monaco",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"West Ham United","Premier League","England","2024","Arrivals","Andrew Irving","https://www.transfermarkt.com/andrew-irving/profil/spieler/430310","Central Midfield","24","Scotland","A. Klagenfurt","Bundesliga","Austria",NA,TRUE,"End of loan 30/06/2024","Summer",28,11,0,174
"West Ham United","Premier League","England","2024","Arrivals","Nathan Trott","https://www.transfermarkt.com/nathan-trott/profil/spieler/431422","Goalkeeper","25","England","Vejle BK","Superliga","Denmark",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"West Ham United","Premier League","England","2024","Arrivals","Evan Ferguson","https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046","Centre-Forward","20","Ireland","Brighton","Premier League","England",NA,TRUE,"loan transfer","Winter",12,8,0,151
"West Ham United","Premier League","England","2024","Arrivals","Oliver Scarles","https://www.transfermarkt.com/oliver-scarles/profil/spieler/922563","Left-Back","19","England","West Ham U21","Premier League 2","England",NA,FALSE,"-","Winter",22,16,0,740
"West Ham United","Premier League","England","2024","Arrivals","James Ward-Prowse","https://www.transfermarkt.com/james-ward-prowse/profil/spieler/181579","Central Midfield","30","England","Nott'm Forest","Premier League","England",NA,TRUE,"End of loan 03/02/2025","Winter",17,16,1,1102
"West Ham United","Premier League","England","2024","Arrivals","Maxwel Cornet","https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781","Left Winger","28","Cote d'Ivoire","Southampton","Premier League","England",NA,TRUE,"End of loan 19/01/2025","Winter",NA,NA,NA,NA
"Everton FC","Premier League","England","2024","Arrivals","Jake O'Brien","https://www.transfermarkt.com/jake-obrien/profil/spieler/711544","Right-Back","23","Ireland","Lyon","Ligue 1","France",19500000,FALSE,NA,"Summer",41,24,2,1929
"Everton FC","Premier League","England","2024","Arrivals","Iliman Ndiaye","https://www.transfermarkt.com/iliman-ndiaye/profil/spieler/623570","Right Winger","24","Senegal","Marseille","Ligue 1","France",1.8e+07,FALSE,NA,"Summer",37,37,11,2789
"Everton FC","Premier League","England","2024","Arrivals","Tim Iroegbunam","https://www.transfermarkt.com/tim-iroegbunam/profil/spieler/696589","Central Midfield","21","England","Aston Villa","Premier League","England",10700000,FALSE,NA,"Summer",25,21,0,676
"Everton FC","Premier League","England","2024","Arrivals","Jesper Lindstrøm","https://www.transfermarkt.com/jesper-lindstrom/profil/spieler/513245","Right Winger","24","Denmark","Napoli","Serie A","Italy",2e+06,TRUE,NA,"Summer",32,29,0,1464
"Everton FC","Premier League","England","2024","Arrivals","Asmir Begovic","https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873","Goalkeeper","37","Bosnia-Herzegovina","QPR","Championship","England",0,FALSE,NA,"Summer",21,0,0,0
"Everton FC","Premier League","England","2024","Arrivals","Armando Broja","https://www.transfermarkt.com/armando-broja/profil/spieler/571743","Centre-Forward","22","Albania","Chelsea","Premier League","England",NA,TRUE,"loan transfer","Summer",14,11,0,353
"Everton FC","Premier League","England","2024","Arrivals","Orel Mangala","https://www.transfermarkt.com/orel-mangala/profil/spieler/289592","Defensive Midfield","26","Belgium","Lyon","Ligue 1","France",NA,TRUE,"loan transfer","Summer",21,21,1,1440
"Everton FC","Premier League","England","2024","Arrivals","Harry Tyrer","https://www.transfermarkt.com/harry-tyrer/profil/spieler/574448","Goalkeeper","22","England","Everton U21","Premier League 2","England",NA,FALSE,"-","Summer",NA,NA,NA,NA
"Everton FC","Premier League","England","2024","Arrivals","Harrison Armstrong","https://www.transfermarkt.com/harrison-armstrong/profil/spieler/1107733","Central Midfield","17","England","Everton U18","U18 Premier League","England",NA,FALSE,"-","Summer",26,6,0,182
"Everton FC","Premier League","England","2024","Arrivals","Neal Maupay","https://www.transfermarkt.com/neal-maupay/profil/spieler/217115","Centre-Forward","27","France","Brentford","Premier League","England",NA,TRUE,"End of loan 30/06/2024","Summer",2,0,0,0
"Everton FC","Premier League","England","2024","Arrivals","Carlos Alcaraz","https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319","Central Midfield","22","Argentina","Flamengo","Série A","Brazil",NA,TRUE,"loan transfer","Winter",16,16,2,787
"Fulham FC","Premier League","England","2024","Arrivals","Emile Smith Rowe","https://www.transfermarkt.com/emile-smith-rowe/profil/spieler/392765","Attacking Midfield","24","England","Arsenal","Premier League","England",31800000,FALSE,NA,"Summer",40,40,6,2240
"Fulham FC","Premier League","England","2024","Arrivals","Joachim Andersen","https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827","Centre-Back","28","Denmark","Crystal Palace","Premier League","England",29500000,FALSE,NA,"Summer",36,33,1,2950
"Fulham FC","Premier League","England","2024","Arrivals","Sander Berge","https://www.transfermarkt.com/sander-berge/profil/spieler/333014","Defensive Midfield","26","Norway","Burnley","Championship","England",23550000,FALSE,NA,"Summer",36,36,0,2597
"Fulham FC","Premier League","England","2024","Arrivals","Jorge Cuenca","https://www.transfermarkt.com/jorge-cuenca/profil/spieler/494880","Centre-Back","24","Spain","Villarreal","LaLiga","Spain",6700000,FALSE,NA,"Summer",32,12,0,710
"Fulham FC","Premier League","England","2024","Arrivals","Ryan Sessegnon","https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775","Left-Back","24","England","Tottenham","Premier League","England",0,FALSE,NA,"Summer",38,22,4,972
"Fulham FC","Premier League","England","2024","Arrivals","Reiss Nelson","https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325","Left Winger","24","England","Arsenal","Premier League","England",NA,TRUE,"loan transfer","Summer",12,12,2,572
"Fulham FC","Premier League","England","2024","Arrivals","Luke Harris","https://www.transfermarkt.com/luke-harris/profil/spieler/817612","Attacking Midfield","19","Wales","Fulham U21","Premier League 2","England",NA,FALSE,"-","Summer",NA,NA,NA,NA
"Fulham FC","Premier League","England","2024","Arrivals","Josh King","https://www.transfermarkt.com/josh-king/profil/spieler/1011131","Central Midfield","17","England","Fulham U18","U18 Premier League","England",NA,FALSE,"-","Summer",27,11,0,262
"Fulham FC","Premier League","England","2024","Arrivals","Kevin Mbabu","https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321","Right-Back","29","Switzerland","Augsburg","Bundesliga","Germany",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Fulham FC","Premier League","England","2024","Arrivals","Carlos Vinícius","https://www.transfermarkt.com/carlos-vinicius/profil/spieler/525287","Centre-Forward","29","Brazil","Galatasaray","Süper Lig","Türkiye",NA,TRUE,"End of loan 30/06/2024","Summer",12,4,0,14
"Fulham FC","Premier League","England","2024","Arrivals","Terence Kongolo","https://www.transfermarkt.com/terence-kongolo/profil/spieler/152651","Centre-Back","30","Netherlands","Rapid Vienna","Bundesliga","Austria",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Fulham FC","Premier League","England","2024","Arrivals","Tyrese Francois","https://www.transfermarkt.com/tyrese-francois/profil/spieler/528888","Central Midfield","23","Australia","Vejle BK","Superliga","Denmark",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Fulham FC","Premier League","England","2024","Arrivals","Willian","https://www.transfermarkt.com/willian/profil/spieler/52769","Left Winger","36","Brazil","Without Club",NA,NA,NA,FALSE,"-","Winter",17,12,0,354
"Fulham FC","Premier League","England","2024","Arrivals","Martial Godo","https://www.transfermarkt.com/martial-godo/profil/spieler/992686","Left Winger","21","Cote d'Ivoire","Fulham U21","Premier League 2","England",NA,FALSE,"-","Winter",12,5,0,125
"Southampton FC","Championship","England","2024","Arrivals","Taylor Harwood-Bellis","https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977","Centre-Back","22","England","Man City","Premier League","England",2.3e+07,FALSE,NA,"Summer",38,38,3,3188
"Southampton FC","Championship","England","2024","Arrivals","Aaron Ramsdale","https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568","Goalkeeper","26","England","Arsenal","Premier League","England",21400000,FALSE,NA,"Summer",33,32,0,2880
"Southampton FC","Championship","England","2024","Arrivals","Flynn Downes","https://www.transfermarkt.com/flynn-downes/profil/spieler/506189","Defensive Midfield","25","England","West Ham","Premier League","England",17850000,FALSE,NA,"Summer",31,29,1,2256
"Southampton FC","Championship","England","2024","Arrivals","Cameron Archer","https://www.transfermarkt.com/cameron-archer/profil/spieler/533662","Centre-Forward","22","England","Aston Villa","Premier League","England",17600000,FALSE,NA,"Summer",43,40,5,1690
"Southampton FC","Championship","England","2024","Arrivals","Mateus Fernandes","https://www.transfermarkt.com/mateus-fernandes/profil/spieler/880245","Central Midfield","20","Portugal","Sporting","Liga Portugal","Portugal",1.5e+07,FALSE,NA,"Summer",42,42,3,3365
"Southampton FC","Championship","England","2024","Arrivals","Ben Brereton Díaz","https://www.transfermarkt.com/ben-brereton-diaz/profil/spieler/426192","Centre-Forward","25","Chile","Villarreal","LaLiga","Spain",8300000,FALSE,NA,"Summer",17,13,0,503
"Southampton FC","Championship","England","2024","Arrivals","Yukinari Sugawara","https://www.transfermarkt.com/yukinari-sugawara/profil/spieler/405385","Right-Back","24","Japan","AZ Alkmaar","Eredivisie","Netherlands",7e+06,FALSE,NA,"Summer",39,32,1,1676
"Southampton FC","Championship","England","2024","Arrivals","Nathan Wood","https://www.transfermarkt.com/nathan-wood/profil/spieler/503990","Centre-Back","22","England","Swansea","Championship","Wales",3500000,FALSE,NA,"Summer",31,15,0,1059
"Southampton FC","Championship","England","2024","Arrivals","Ronnie Edwards","https://www.transfermarkt.com/ronnie-edwards/profil/spieler/732165","Centre-Back","21","England","Peterborough","League One","England",3500000,FALSE,NA,"Summer",6,2,0,98
"Southampton FC","Championship","England","2024","Arrivals","Juan","https://www.transfermarkt.com/juan/profil/spieler/662332","Centre-Forward","22","Brazil","São Paulo","Série A","Brazil",NA,FALSE,"€900k","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Charlie Taylor","https://www.transfermarkt.com/charlie-taylor/profil/spieler/195633","Left-Back","30","England","Burnley","Championship","England",0,FALSE,NA,"Summer",18,10,0,533
"Southampton FC","Championship","England","2024","Arrivals","Ryan Fraser","https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795","Left Winger","30","Scotland","Newcastle","Premier League","England",0,FALSE,NA,"Summer",16,10,0,406
"Southampton FC","Championship","England","2024","Arrivals","Adam Lallana","https://www.transfermarkt.com/adam-lallana/profil/spieler/43530","Attacking Midfield","36","England","Brighton","Premier League","England",0,FALSE,NA,"Summer",25,18,0,436
"Southampton FC","Championship","England","2024","Arrivals","Kuryu Matsuki","https://www.transfermarkt.com/kuryu-matsuki/profil/spieler/902021","Attacking Midfield","21","Japan","FC Tokyo","J1 League","Japan",NA,FALSE,"?","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Lesley Ugochukwu","https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999","Defensive Midfield","20","France","Chelsea","Premier League","England",NA,TRUE,"loan transfer","Summer",37,31,1,2028
"Southampton FC","Championship","England","2024","Arrivals","Maxwel Cornet","https://www.transfermarkt.com/maxwel-cornet/profil/spieler/234781","Left Winger","27","Cote d'Ivoire","West Ham","Premier League","England",NA,TRUE,"loan transfer","Summer",7,4,0,187
"Southampton FC","Championship","England","2024","Arrivals","Tyler Dibling","https://www.transfermarkt.com/tyler-dibling/profil/spieler/866655","Right Winger","18","England","Southampton U21","Premier League 2","England",NA,FALSE,"-","Summer",39,38,4,2215
"Southampton FC","Championship","England","2024","Arrivals","Carlos Alcaraz","https://www.transfermarkt.com/carlos-alcaraz/profil/spieler/748319","Central Midfield","21","Argentina","Juventus","Serie A","Italy",NA,TRUE,"End of loan 30/06/2024","Summer",1,1,0,9
"Southampton FC","Championship","England","2024","Arrivals","Paul Onuachu","https://www.transfermarkt.com/paul-onuachu/profil/spieler/272855","Centre-Forward","30","Nigeria","Trabzonspor","Süper Lig","Türkiye",NA,TRUE,"End of loan 30/06/2024","Summer",32,28,4,1108
"Southampton FC","Championship","England","2024","Arrivals","Adam Armstrong","https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426","Centre-Forward","28","England","West Brom","Championship","England",NA,TRUE,"End of loan 31/05/2025","Summer",27,23,3,1438
"Southampton FC","Championship","England","2024","Arrivals","Armel Bella-Kotchap","https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563","Centre-Back","22","Germany","PSV","Eredivisie","Netherlands",NA,TRUE,"End of loan 30/06/2024","Summer",14,5,0,355
"Southampton FC","Championship","England","2024","Arrivals","Gavin Bazunu","https://www.transfermarkt.com/gavin-bazunu/profil/spieler/585550","Goalkeeper","23","Ireland","Standard Liège","Jupiler Pro League","Belgium",NA,TRUE,"End of loan 24/04/2025","Summer",0,0,0,0
"Southampton FC","Championship","England","2024","Arrivals","Shea Charles","https://www.transfermarkt.com/shea-charles/profil/spieler/747951","Defensive Midfield","21","Northern Ireland","Sheff Wed","Championship","England",NA,TRUE,"End of loan 31/05/2025","Summer",0,0,0,0
"Southampton FC","Championship","England","2024","Arrivals","Duje Caleta-Car","https://www.transfermarkt.com/duje-caleta-car/profil/spieler/238266","Centre-Back","27","Croatia","Lyon","Ligue 1","France",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Romain Perraud","https://www.transfermarkt.com/romain-perraud/profil/spieler/318523","Left-Back","26","France","Nice","Ligue 1","France",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Lyanco","https://www.transfermarkt.com/lyanco/profil/spieler/379807","Centre-Back","27","Brazil","Al-Gharafa","Stars League","Qatar",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Mateusz Lis","https://www.transfermarkt.com/mateusz-lis/profil/spieler/345437","Goalkeeper","27","Poland","Göztepe","1.Lig","Türkiye",NA,TRUE,"End of loan 30/06/2024","Summer",NA,NA,NA,NA
"Southampton FC","Championship","England","2024","Arrivals","Joachim Kayi Sanda","https://www.transfermarkt.com/joachim-kayi-sanda/profil/spieler/986298","Centre-Back","18","France","Valenciennes FC","Championnat National","France",5e+06,FALSE,NA,"Winter",2,2,0,12
"Southampton FC","Championship","England","2024","Arrivals","Welington","https://www.transfermarkt.com/welington/profil/spieler/729264","Left-Back","23","Brazil","São Paulo","Série A","Brazil",0,FALSE,NA,"Winter",14,11,0,570
"Southampton FC","Championship","England","2024","Arrivals","Albert Grønbæk","https://www.transfermarkt.com/albert-gronbaek/profil/spieler/503866","Attacking Midfield","23","Denmark","Stade Rennais","Ligue 1","France",NA,TRUE,"loan transfer","Winter",7,5,0,147
"Ipswich Town","Championship","England","2024","Arrivals","Omari Hutchinson","https://www.transfermarkt.com/omari-hutchinson/profil/spieler/741238","Attacking Midfield","20","England","Chelsea","Premier League","England",23500000,FALSE,NA,"Summer",33,32,3,2605
"Ipswich Town","Championship","England","2024","Arrivals","Jacob Greaves","https://www.transfermarkt.com/jacob-greaves/profil/spieler/693095","Centre-Back","23","England","Hull City","Championship","England",21500000,FALSE,NA,"Summer",28,26,1,2280
"Ipswich Town","Championship","England","2024","Arrivals","Liam Delap","https://www.transfermarkt.com/liam-delap/profil/spieler/610849","Centre-Forward","21","England","Man City U21","Premier League 2","England",17850000,FALSE,NA,"Summer",41,40,12,2670
"Ipswich Town","Championship","England","2024","Arrivals","Jack Clarke","https://www.transfermarkt.com/jack-clarke/profil/spieler/559794","Left Winger","23","England","Sunderland","Championship","England",17700000,FALSE,NA,"Summer",39,36,3,1481
"Ipswich Town","Championship","England","2024","Arrivals","Dara O'Shea","https://www.transfermarkt.com/dara-oshea/profil/spieler/401320","Centre-Back","25","Ireland","Burnley","Championship","England",14200000,FALSE,NA,"Summer",39,37,0,3288
"Ipswich Town","Championship","England","2024","Arrivals","Sammie Szmodics","https://www.transfermarkt.com/sammie-szmodics/profil/spieler/292139","Attacking Midfield","28","Ireland","Blackburn","Championship","England",10600000,FALSE,NA,"Summer",23,21,4,1037
"Ipswich Town","Championship","England","2024","Arrivals","Arijanet Murić","https://www.transfermarkt.com/arijanet-muric/profil/spieler/371021","Goalkeeper","25","Kosovo","Burnley","Championship","England",9550000,FALSE,NA,"Summer",28,19,0,1701
"Ipswich Town","Championship","England","2024","Arrivals","Chiedozie Ogbene","https://www.transfermarkt.com/chiedozie-ogbene/profil/spieler/392591","Right Winger","27","Ireland","Luton","Championship","England",9500000,FALSE,NA,"Summer",8,6,0,284
"Ipswich Town","Championship","England","2024","Arrivals","Jens Cajuste","https://www.transfermarkt.com/jens-cajuste/profil/spieler/468066","Defensive Midfield","25","Sweden","Napoli","Serie A","Italy",1500000,TRUE,NA,"Summer",37,33,1,2108
"Ipswich Town","Championship","England","2024","Arrivals","Conor Townsend","https://www.transfermarkt.com/conor-townsend/profil/spieler/146509","Left-Back","31","England","West Brom","Championship","England",NA,FALSE,"€590k","Summer",36,10,0,725
"Ipswich Town","Championship","England","2024","Arrivals","Ben Johnson","https://www.transfermarkt.com/ben-johnson/profil/spieler/468002","Right-Back","24","England","West Ham","Premier League","England",0,FALSE,NA,"Summer",36,27,1,1615
"Ipswich Town","Championship","England","2024","Arrivals","Kalvin Phillips","https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749","Defensive Midfield","28","England","Man City","Premier League","England",NA,TRUE,"loan transfer","Summer",28,22,1,1464
"Ipswich Town","Championship","England","2024","Arrivals","Jaden Philogene","https://www.transfermarkt.com/jaden-philogene/profil/spieler/665390","Left Winger","22","England","Aston Villa","Premier League","England",23700000,FALSE,NA,"Winter",13,11,3,553
"Ipswich Town","Championship","England","2024","Arrivals","Alex Palmer","https://www.transfermarkt.com/alex-palmer/profil/spieler/245625","Goalkeeper","28","England","West Brom","Championship","England",2400000,FALSE,NA,"Winter",15,15,0,1380
"Ipswich Town","Championship","England","2024","Arrivals","Julio Enciso","https://www.transfermarkt.com/julio-enciso/profil/spieler/660867","Attacking Midfield","21","Paraguay","Brighton","Premier League","England",NA,TRUE,"loan transfer","Winter",13,13,2,877
"Ipswich Town","Championship","England","2024","Arrivals","Ben Godfrey","https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475","Centre-Back","26","England","Atalanta","Serie A","Italy",NA,TRUE,"loan transfer","Winter",13,5,0,322
"Ipswich Town","Championship","England","2024","Arrivals","George Edmundson","https://www.transfermarkt.com/george-edmundson/profil/spieler/385848","Centre-Back","27","England","Middlesbrough","Championship","England",NA,TRUE,"End of loan 21/01/2025","Winter",1,1,0,1
"Leicester City","Championship","England","2024","Arrivals","Oliver Skipp","https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638","Defensive Midfield","23","England","Tottenham","Premier League","England",23500000,FALSE,NA,"Summer",40,28,0,1315
"Leicester City","Championship","England","2024","Arrivals","Bilal El Khannouss","https://www.transfermarkt.com/bilal-el-khannouss/profil/spieler/654982","Attacking Midfield","20","Morocco","Genk","Jupiler Pro League","Belgium",22500000,FALSE,NA,"Summer",39,36,3,2430
"Leicester City","Championship","England","2024","Arrivals","Issahaku Fatawu","https://www.transfermarkt.com/issahaku-fatawu/profil/spieler/864121","Right Winger","20","Ghana","Sporting","Liga Portugal","Portugal",16250000,FALSE,NA,"Summer",13,13,0,674
"Leicester City","Championship","England","2024","Arrivals","Caleb Okoli","https://www.transfermarkt.com/caleb-okoli/profil/spieler/461833","Centre-Back","22","Italy","Atalanta","Serie A","Italy",1.4e+07,FALSE,NA,"Summer",42,23,1,1465
"Leicester City","Championship","England","2024","Arrivals","Jordan Ayew","https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354","Centre-Forward","32","Ghana","Crystal Palace","Premier League","England",5900000,FALSE,NA,"Summer",41,35,6,1929
"Leicester City","Championship","England","2024","Arrivals","Michael Golding","https://www.transfermarkt.com/michael-golding/profil/spieler/936842","Central Midfield","18","England","Chelsea U21","Premier League 2","England",5900000,FALSE,NA,"Summer",3,1,0,1
"Leicester City","Championship","England","2024","Arrivals","Bobby De Cordova-Reid","https://www.transfermarkt.com/bobby-de-cordova-reid/profil/spieler/186186","Right Winger","31","Jamaica","Fulham","Premier League","England",0,FALSE,NA,"Summer",37,27,2,975
"Leicester City","Championship","England","2024","Arrivals","Odsonne Édouard","https://www.transfermarkt.com/odsonne-edouard/profil/spieler/344152","Centre-Forward","26","France","Crystal Palace","Premier League","England",NA,TRUE,"loan transfer","Summer",9,6,0,113
"Leicester City","Championship","England","2024","Arrivals","Facundo Buonanotte","https://www.transfermarkt.com/facundo-buonanotte/profil/spieler/983989","Attacking Midfield","19","Argentina","Brighton","Premier League","England",NA,TRUE,"loan transfer","Summer",38,35,6,1701
"Leicester City","Championship","England","2024","Arrivals","Victor Kristiansen","https://www.transfermarkt.com/victor-kristiansen/profil/spieler/564529","Left-Back","21","Denmark","Bologna","Serie A","Italy",NA,TRUE,"End of loan 30/06/2024","Summer",36,31,0,2579
"Leicester City","Championship","England","2024","Arrivals","Boubakary Soumaré","https://www.transfermarkt.com/boubakary-soumare/profil/spieler/344605","Defensive Midfield","25","France","Sevilla FC","LaLiga","Spain",NA,TRUE,"End of loan 30/06/2024","Summer",39,35,0,2530
"Leicester City","Championship","England","2024","Arrivals","Ben Nelson","https://www.transfermarkt.com/ben-nelson/profil/spieler/714458","Centre-Back","21","England","Oxford United","Championship","England",NA,TRUE,"End of loan 31/05/2025","Summer",2,0,0,0
"Leicester City","Championship","England","2024","Arrivals","Woyo Coulibaly","https://www.transfermarkt.com/woyo-coulibaly/profil/spieler/592975","Right-Back","25","Mali","Parma","Serie A","Italy",3e+06,FALSE,NA,"Winter",11,5,0,139
"Leicester City","Championship","England","2024","Arrivals","Tom Cannon","https://www.transfermarkt.com/tom-cannon/profil/spieler/669366","Centre-Forward","22","Ireland","Stoke City","Championship","England",NA,TRUE,"End of loan 15/01/2025","Winter",1,0,0,0
